ingredient_id,recipe_id
31,6912974
54,6912974
68,6912974
193,6912974
63,6873181
98,6873181
215,6873181
8,6834137
9,6834137
127,6834137
1,6984535
2,6984535
3,6984535
7,6984535
10,6984535
18,6984535
20,6984535
34,6984535
46,6984535
1,6862048
3,6862048
5,6862048
6,6862048
9,6862048
13,6862048
17,6862048
32,6862048
33,6862048
71,6862048
262,6862048
5,6933619
8,6933619
11,6933619
12,6933619
22,6933619
31,6933619
180,6933619
398,6933619
6,7002840
47,7002840
53,7002840
69,7002840
102,7002840
152,7002840
178,7002840
211,7002840
552,7002840
1,6975668
3,6975668
4,6975668
5,6975668
7,6975668
12,6975668
14,6975668
18,6975668
54,6975668
87,6975668
301,6975668
2,6909578
8,6909578
15,6909578
340,6909578
1,6914452
2,6914452
10,6914452
12,6914452
24,6914452
33,6914452
41,6914452
62,6914452
412,6914452
1,6965480
2,6965480
2,6965480
4,6965480
4,6965480
10,6965480
20,6965480
41,6965480
43,6965480
76,6965480
80,6965480
91,6965480
129,6965480
184,6965480
387,6965480
673,6965480
3,6999439
5,6999439
5,6999439
658,6999439
1,2587495
4,2587495
7,2587495
11,2587495
14,2587495
16,2587495
49,2587495
54,2587495
130,2587495
235,2587495
511,2587495
2,7020687
6,7020687
7,7020687
9,7020687
20,7020687
30,7020687
96,7020687
1,6837553
10,6837553
12,6837553
20,6837553
43,6837553
49,6837553
1,6932924
3,6932924
5,6932924
6,6932924
7,6932924
11,6932924
13,6932924
15,6932924
17,6932924
18,6932924
19,6932924
28,6932924
31,6932924
34,6932924
174,6932924
2,6936852
8,6936852
15,6936852
118,6936852
5,7014475
8,7014475
9,7014475
10,7014475
12,7014475
42,7014475
111,7014475
1,7010925
1,7010925
3,7010925
5,7010925
6,7010925
7,7010925
11,7010925
12,7010925
15,7010925
17,7010925
17,7010925
31,7010925
131,7010925
593,7010925
2,7024490
4,7024490
6,7024490
8,7024490
25,7024490
49,7024490
66,7024490
89,7024490
219,7024490
555,7024490
36,6838674
44,6838674
92,6838674
240,6838674
383,6838674
458,6838674
2,6903332
21,6903332
26,6903332
39,6903332
63,6903332
75,6903332
79,6903332
137,6903332
147,6903332
1,7016451
3,7016451
4,7016451
5,7016451
6,7016451
7,7016451
9,7016451
10,7016451
12,7016451
13,7016451
14,7016451
16,7016451
198,7016451
1,6880331
4,6880331
8,6880331
9,6880331
14,6880331
47,6880331
78,6880331
115,6880331
179,6880331
2,6996608
4,6996608
5,6996608
7,6996608
9,6996608
11,6996608
12,6996608
14,6996608
15,6996608
22,6996608
74,6996608
90,6996608
1,6906793
4,6906793
10,6906793
13,6906793
18,6906793
32,6906793
50,6906793
82,6906793
111,6906793
118,6906793
3,6885050
5,6885050
7,6885050
10,6885050
12,6885050
16,6885050
18,6885050
19,6885050
36,6885050
278,6885050
2,6081548
12,6081548
13,6081548
18,6081548
36,6081548
43,6081548
45,6081548
109,6081548
1,6879862
4,6879862
6,6879862
7,6879862
10,6879862
11,6879862
13,6879862
15,6879862
19,6879862
25,6879862
32,6879862
33,6879862
34,6879862
93,6879862
1,7014741
3,7014741
7,7014741
9,7014741
10,7014741
12,7014741
43,7014741
180,7014741
4,6910580
37,6910580
63,6910580
83,6910580
84,6910580
157,6910580
4,6907837
5,6907837
7,6907837
10,6907837
12,6907837
16,6907837
18,6907837
340,6907837
1,6925985
3,6925985
4,6925985
5,6925985
7,6925985
10,6925985
14,6925985
23,6925985
34,6925985
70,6925985
276,6925985
3,6927856
4,6927856
9,6927856
10,6927856
46,6927856
74,6927856
2,6926888
4,6926888
7,6926888
8,6926888
9,6926888
11,6926888
14,6926888
31,6926888
87,6926888
102,6926888
111,6926888
1,6951447
4,6951447
9,6951447
11,6951447
17,6951447
35,6951447
105,6951447
149,6951447
218,6951447
5,6892996
8,6892996
13,6892996
37,6892996
39,6892996
100,6892996
116,6892996
80,7006100
99,7006100
141,7006100
241,7006100
1,6938014
4,6938014
5,6938014
7,6938014
10,6938014
11,6938014
12,6938014
15,6938014
19,6938014
61,6938014
131,6938014
1,6907873
2,6907873
9,6907873
13,6907873
20,6907873
25,6907873
30,6907873
34,6907873
45,6907873
21,6880818
44,6880818
73,6880818
682,6880818
88,6949681
8,6906031
26,6906031
88,6906031
166,6906031
2,7000026
6,7000026
8,7000026
9,7000026
14,7000026
17,7000026
20,7000026
26,7000026
38,7000026
14,6864149
66,6864149
107,6864149
417,6864149
2,1951049
3,1951049
4,1951049
11,1951049
54,1951049
67,1951049
81,1951049
182,1951049
6,6907053
39,6907053
173,6907053
1,7000848
3,7000848
5,7000848
6,7000848
7,7000848
9,7000848
10,7000848
11,7000848
12,7000848
15,7000848
16,7000848
28,7000848
48,7000848
3,6998144
6,6998144
26,6998144
88,6998144
67,6957664
98,6957664
108,6957664
2,6892367
8,6892367
37,6892367
46,6892367
54,6892367
63,6892367
1,6895282
3,6895282
4,6895282
5,6895282
6,6895282
9,6895282
10,6895282
11,6895282
12,6895282
13,6895282
20,6895282
32,6895282
33,6895282
200,6895282
1,6950285
2,6950285
2,6950285
7,6950285
94,6950285
14,6855188
29,6855188
47,6855188
63,6855188
79,6855188
94,6855188
121,6855188
1,6934551
4,6934551
5,6934551
10,6934551
18,6934551
34,6934551
43,6934551
49,6934551
1,6872000
4,6872000
19,6872000
29,6872000
31,6872000
54,6872000
174,6872000
6,6924309
15,6924309
24,6924309
56,6924309
66,6924309
80,6924309
347,6924309
1,1800465
4,1800465
7,1800465
12,1800465
14,1800465
129,1800465
204,1800465
376,1800465
1,6834183
4,6834183
5,6834183
19,6834183
27,6834183
54,6834183
70,6834183
75,6834183
3,6998694
6,6998694
10,6998694
13,6998694
39,6998694
42,6998694
85,6998694
112,6998694
1,6957395
2,6957395
4,6957395
5,6957395
6,6957395
6,6957395
7,6957395
12,6957395
15,6957395
23,6957395
24,6957395
50,6957395
95,6957395
3,7013774
143,7013774
190,7013774
4,6976996
5,6976996
6,6976996
10,6976996
11,6976996
14,6976996
15,6976996
46,6976996
47,6976996
51,6976996
68,6976996
127,6976996
177,6976996
2,6963390
4,6963390
15,6963390
39,6963390
42,6963390
2,6859740
3,6859740
6,6859740
10,6859740
21,6859740
26,6859740
37,6859740
67,6859740
108,6859740
233,6859740
1,6841896
9,6841896
12,6841896
31,6841896
33,6841896
47,6841896
2,6878724
4,6878724
9,6878724
11,6878724
219,6878724
3,6971689
4,6971689
10,6971689
20,6971689
33,6971689
35,6971689
50,6971689
70,6971689
104,6971689
1,7019854
3,7019854
5,7019854
6,7019854
17,7019854
19,7019854
20,7019854
131,7019854
1,6978771
2,6978771
4,6978771
5,6978771
9,6978771
10,6978771
12,6978771
13,6978771
25,6978771
51,6978771
71,6978771
93,6978771
140,6978771
284,6978771
2,7024388
3,7024388
5,7024388
8,7024388
12,7024388
20,7024388
22,7024388
32,7024388
33,7024388
33,7024388
82,7024388
649,7024388
2,7017987
8,7017987
78,7017987
2,6875381
4,6875381
21,6875381
26,6875381
38,6875381
152,6875381
196,6875381
1,6837447
4,6837447
7,6837447
9,6837447
10,6837447
11,6837447
13,6837447
17,6837447
19,6837447
24,6837447
32,6837447
33,6837447
40,6837447
42,6837447
69,6837447
82,6837447
113,6837447
142,6837447
677,6837447
2,6390799
749,6390799
3,6847532
4,6847532
5,6847532
7,6847532
11,6847532
12,6847532
14,6847532
17,6847532
31,6847532
47,6847532
113,6847532
280,6847532
4,6694912
7,6694912
12,6694912
23,6694912
36,6694912
144,6694912
204,6694912
245,6694912
250,6694912
3,6906137
6,6906137
6,6906137
8,6906137
11,6906137
15,6906137
100,6906137
143,6906137
179,6906137
179,6906137
567,6906137
567,6906137
1,6860366
2,6860366
3,6860366
10,6860366
20,6860366
40,6860366
41,6860366
43,6860366
46,6860366
64,6860366
80,6860366
1,6952905
1,6952905
3,6952905
5,6952905
6,6952905
10,6952905
15,6952905
16,6952905
19,6952905
34,6952905
37,6952905
245,6952905
3,6864522
3,6864522
6,6864522
8,6864522
26,6864522
48,6864522
359,6864522
608,6864522
1,6924353
3,6924353
37,6924353
63,6924353
67,6924353
2,6963611
8,6963611
78,6963611
114,6963611
3,6865257
8,6865257
26,6865257
73,6865257
125,6865257
138,6865257
167,6865257
170,6865257
300,6865257
3,6773969
8,6773969
21,6773969
60,6773969
77,6773969
140,6773969
260,6773969
1,6973199
3,6973199
4,6973199
5,6973199
9,6973199
14,6973199
17,6973199
19,6973199
47,6973199
2,6940333
4,6940333
5,6940333
11,6940333
14,6940333
23,6940333
378,6940333
1,6986418
2,6986418
4,6986418
5,6986418
8,6986418
9,6986418
10,6986418
13,6986418
20,6986418
24,6986418
38,6986418
42,6986418
69,6986418
96,6986418
151,6986418
183,6986418
1,6953671
3,6953671
5,6953671
7,6953671
12,6953671
58,6953671
86,6953671
131,6953671
2,6960708
4,6960708
24,6960708
28,6960708
45,6960708
57,6960708
69,6960708
96,6960708
99,6960708
1,6926319
4,6926319
11,6926319
19,6926319
31,6926319
67,6926319
93,6926319
256,6926319
269,6926319
385,6926319
547,6926319
4,6867057
9,6867057
13,6867057
31,6867057
200,6867057
2,6976070
8,6976070
9,6976070
11,6976070
21,6976070
22,6976070
31,6976070
75,6976070
10,6868948
12,6868948
13,6868948
18,6868948
36,6868948
278,6868948
328,6868948
3,6628272
4,6628272
5,6628272
10,6628272
13,6628272
16,6628272
30,6628272
43,6628272
52,6628272
152,6628272
625,6628272
1,6982457
4,6982457
6,6982457
9,6982457
10,6982457
13,6982457
16,6982457
28,6982457
32,6982457
33,6982457
35,6982457
47,6982457
227,6982457
467,6982457
1,7018007
6,7018007
9,7018007
9,7018007
13,7018007
25,7018007
32,7018007
35,7018007
45,7018007
47,7018007
47,7018007
58,7018007
58,7018007
271,7018007
5,6963819
14,6963819
27,6963819
29,6963819
36,6963819
95,6963819
182,6963819
1,7014531
3,7014531
5,7014531
6,7014531
9,7014531
10,7014531
12,7014531
17,7014531
30,7014531
33,7014531
287,7014531
49,1626643
83,1626643
142,1626643
266,1626643
2,6846487
8,6846487
11,6846487
15,6846487
39,6846487
68,6846487
116,6846487
15,6975398
20,6975398
66,6975398
89,6975398
231,6975398
1,6978140
7,6978140
12,6978140
16,6978140
35,6978140
94,6978140
1,6978085
4,6978085
9,6978085
17,6978085
20,6978085
24,6978085
32,6978085
33,6978085
69,6978085
78,6978085
111,6978085
3,7013660
4,7013660
5,7013660
7,7013660
10,7013660
12,7013660
18,7013660
36,7013660
119,7013660
8,6941599
21,6941599
21,6941599
44,6941599
79,6941599
83,6941599
98,6941599
196,6941599
285,6941599
685,6941599
1,6894668
3,6894668
4,6894668
6,6894668
18,6894668
25,6894668
41,6894668
53,6894668
496,6894668
3,1023712
6,1023712
199,1023712
521,1023712
5,6830740
7,6830740
12,6830740
14,6830740
15,6830740
19,6830740
193,6830740
245,6830740
4,6992612
14,6992612
29,6992612
29,6992612
51,6992612
71,6992612
88,6992612
103,6992612
8,7002224
15,7002224
22,7002224
33,7002224
42,7002224
110,7002224
1,6937304
3,6937304
4,6937304
5,6937304
7,6937304
9,6937304
10,6937304
11,6937304
12,6937304
14,6937304
16,6937304
17,6937304
48,6937304
177,6937304
198,6937304
1,6984173
3,6984173
5,6984173
6,6984173
10,6984173
11,6984173
17,6984173
43,6984173
48,6984173
105,6984173
256,6984173
1,6877911
3,6877911
5,6877911
9,6877911
15,6877911
31,6877911
34,6877911
70,6877911
305,6877911
2,6834727
3,6834727
141,6834727
241,6834727
1,6542945
9,6542945
45,6542945
70,6542945
82,6542945
221,6542945
7,6998775
8,6998775
12,6998775
38,6998775
75,6998775
84,6998775
132,6998775
180,6998775
1,6954294
2,6954294
5,6954294
7,6954294
9,6954294
10,6954294
14,6954294
34,6954294
62,6954294
1,6843541
2,6843541
5,6843541
8,6843541
11,6843541
23,6843541
40,6843541
46,6843541
52,6843541
68,6843541
290,6843541
1,6874580
2,6874580
3,6874580
3,6874580
4,6874580
7,6874580
18,6874580
18,6874580
24,6874580
36,6874580
56,6874580
59,6874580
84,6874580
109,6874580
143,6874580
168,6874580
7,6082386
55,6082386
191,6082386
4,6988478
5,6988478
7,6988478
10,6988478
12,6988478
13,6988478
14,6988478
38,6988478
41,6988478
43,6988478
53,6988478
1,6953794
4,6953794
5,6953794
7,6953794
9,6953794
10,6953794
14,6953794
25,6953794
34,6953794
53,6953794
225,6953794
1,6987968
2,6987968
2,6987968
3,6987968
5,6987968
11,6987968
18,6987968
28,6987968
46,6987968
130,6987968
137,6987968
2,4416432
3,4416432
8,4416432
8,4416432
21,4416432
59,4416432
60,4416432
77,4416432
125,4416432
158,4416432
159,4416432
508,4416432
3,6906327
10,6906327
21,6906327
73,6906327
108,6906327
233,6906327
1,6961740
9,6961740
10,6961740
11,6961740
13,6961740
15,6961740
17,6961740
20,6961740
24,6961740
25,6961740
28,6961740
50,6961740
55,6961740
153,6961740
556,6961740
1,7012054
2,7012054
4,7012054
5,7012054
7,7012054
10,7012054
11,7012054
13,7012054
17,7012054
19,7012054
20,7012054
42,7012054
280,7012054
3,6832651
4,6832651
13,6832651
16,6832651
35,6832651
47,6832651
51,6832651
118,6832651
154,6832651
6,7009181
8,7009181
9,7009181
11,7009181
64,7009181
183,7009181
2,6941936
8,6941936
66,6941936
116,6941936
163,6941936
593,6941936
1,6887586
9,6887586
32,6887586
35,6887586
94,6887586
154,6887586
4,7001348
5,7001348
6,7001348
6,7001348
7,7001348
8,7001348
9,7001348
14,7001348
31,7001348
38,7001348
47,7001348
51,7001348
56,7001348
57,7001348
175,7001348
671,7001348
1,6833131
4,6833131
12,6833131
14,6833131
15,6833131
23,6833131
33,6833131
109,6833131
135,6833131
1,7017860
2,7017860
3,7017860
12,7017860
18,7017860
36,7017860
2,6959239
4,6959239
5,6959239
6,6959239
7,6959239
8,6959239
12,6959239
14,6959239
22,6959239
45,6959239
51,6959239
1,6833507
4,6833507
5,6833507
8,6833507
11,6833507
14,6833507
39,6833507
68,6833507
70,6833507
89,6833507
6,6662372
9,6662372
13,6662372
62,6662372
109,6662372
127,6662372
2,6951839
3,6951839
7,6951839
8,6951839
9,6951839
10,6951839
11,6951839
12,6951839
15,6951839
18,6951839
39,6951839
65,6951839
135,6951839
2,6911252
4,6911252
8,6911252
11,6911252
28,6911252
110,6911252
2,6909880
3,6909880
18,6909880
36,6909880
1,6920765
2,6920765
3,6920765
9,6920765
10,6920765
18,6920765
20,6920765
30,6920765
192,6920765
3,6887232
6,6887232
15,6887232
44,6887232
48,6887232
162,6887232
197,6887232
1,6887194
2,6887194
7,6887194
10,6887194
14,6887194
16,6887194
18,6887194
19,6887194
34,6887194
36,6887194
46,6887194
62,6887194
358,6887194
1,6672655
3,6672655
5,6672655
10,6672655
16,6672655
19,6672655
31,6672655
50,6672655
52,6672655
72,6672655
124,6672655
356,6672655
22,6911920
82,6911920
84,6911920
118,6911920
122,6911920
1,4588062
3,4588062
4,4588062
5,4588062
7,4588062
10,4588062
12,4588062
14,4588062
15,4588062
61,4588062
169,4588062
2,7021730
8,7021730
15,7021730
57,7021730
94,7021730
1,4763739
14,4763739
22,4763739
41,4763739
47,4763739
123,4763739
146,4763739
248,4763739
4,6935406
1,6916080
2,6916080
8,6916080
14,6916080
22,6916080
71,6916080
87,6916080
93,6916080
1,1080464
3,1080464
4,1080464
6,1080464
7,1080464
10,1080464
13,1080464
17,1080464
28,1080464
35,1080464
58,1080464
65,1080464
1,6886295
3,6886295
4,6886295
5,6886295
6,6886295
8,6886295
13,6886295
18,6886295
25,6886295
57,6886295
57,6886295
87,6886295
87,6886295
91,6886295
151,6886295
153,6886295
163,6886295
198,6886295
1,6837637
3,6837637
4,6837637
7,6837637
10,6837637
11,6837637
12,6837637
16,6837637
18,6837637
36,6837637
41,6837637
3,7020134
5,7020134
6,7020134
15,7020134
18,7020134
19,7020134
34,7020134
44,7020134
89,7020134
256,7020134
1,6950125
2,6950125
6,6950125
11,6950125
17,6950125
27,6950125
101,6950125
137,6950125
188,6950125
203,6950125
352,6950125
3,4520695
6,4520695
88,4520695
112,4520695
1,6892595
2,6892595
3,6892595
4,6892595
5,6892595
7,6892595
9,6892595
11,6892595
19,6892595
25,6892595
50,6892595
52,6892595
57,6892595
65,6892595
68,6892595
70,6892595
71,6892595
86,6892595
237,6892595
251,6892595
396,6892595
2,5171569
4,5171569
11,5171569
14,5171569
22,5171569
27,5171569
266,5171569
337,5171569
1,2440377
2,2440377
3,2440377
11,2440377
27,2440377
83,2440377
100,2440377
168,2440377
281,2440377
705,2440377
1,6880950
6,6880950
7,6880950
24,6880950
109,6880950
118,6880950
4,7011770
5,7011770
7,7011770
10,7011770
14,7011770
34,7011770
48,7011770
49,7011770
50,7011770
5,6835238
45,6835238
86,6835238
6,4558794
40,4558794
186,4558794
199,4558794
428,4558794
451,4558794
88,7012955
197,7012955
2,6896822
4,6896822
8,6896822
9,6896822
15,6896822
32,6896822
381,6896822
74,6850885
78,6850885
83,6850885
6,6927125
7,6927125
9,6927125
10,6927125
30,6927125
65,6927125
112,6927125
289,6927125
2,7020618
28,7020618
714,7020618
1,6846827
2,6846827
3,6846827
4,6846827
5,6846827
10,6846827
11,6846827
16,6846827
17,6846827
23,6846827
39,6846827
114,6846827
283,6846827
1,6898743
3,6898743
4,6898743
5,6898743
7,6898743
12,6898743
13,6898743
19,6898743
38,6898743
49,6898743
68,6898743
86,6898743
86,6898743
91,6898743
257,6898743
2,6913498
3,6913498
5,6913498
12,6913498
27,6913498
28,6913498
3,6871582
4,6871582
5,6871582
6,6871582
18,6871582
2,6912859
3,6912859
5,6912859
6,6912859
6,6912859
18,6912859
39,6912859
89,6912859
138,6912859
175,6912859
334,6912859
1,6968589
5,6968589
11,6968589
11,6968589
12,6968589
17,6968589
18,6968589
19,6968589
21,6968589
27,6968589
281,6968589
517,6968589
2,6936902
8,6936902
11,6936902
21,6936902
22,6936902
23,6936902
28,6936902
84,6936902
1,6666574
2,6666574
11,6666574
16,6666574
26,6666574
48,6666574
54,6666574
100,6666574
2,6846295
8,6846295
21,6846295
26,6846295
39,6846295
57,6846295
134,6846295
405,6846295
608,6846295
5,6878216
6,6878216
12,6878216
19,6878216
370,6878216
1,6861627
2,6861627
3,6861627
4,6861627
6,6861627
21,6861627
26,6861627
28,6861627
37,6861627
38,6861627
54,6861627
115,6861627
207,6861627
265,6861627
2,4134213
8,4134213
52,4134213
59,4134213
112,4134213
288,4134213
1,6831718
1,6831718
2,6831718
3,6831718
4,6831718
5,6831718
6,6831718
11,6831718
18,6831718
21,6831718
28,6831718
123,6831718
1,6909616
2,6909616
3,6909616
9,6909616
10,6909616
14,6909616
18,6909616
20,6909616
30,6909616
1,6851534
3,6851534
4,6851534
4,6851534
5,6851534
6,6851534
22,6851534
86,6851534
212,6851534
234,6851534
238,6851534
333,6851534
1,1968123
2,1968123
6,1968123
10,1968123
20,1968123
36,1968123
40,1968123
49,1968123
50,1968123
64,1968123
195,1968123
572,1968123
1,6922161
4,6922161
5,6922161
7,6922161
7,6922161
10,6922161
11,6922161
12,6922161
12,6922161
16,6922161
17,6922161
18,6922161
18,6922161
49,6922161
50,6922161
276,6922161
1,7000416
3,7000416
4,7000416
5,7000416
7,7000416
9,7000416
10,7000416
11,7000416
12,7000416
13,7000416
16,7000416
17,7000416
19,7000416
85,7000416
91,7000416
149,7000416
237,7000416
4,6520242
55,6520242
93,6520242
2,2808256
6,2808256
16,2808256
28,2808256
72,2808256
99,2808256
1,6984228
4,6984228
5,6984228
6,6984228
9,6984228
10,6984228
11,6984228
12,6984228
14,6984228
16,6984228
17,6984228
40,6984228
46,6984228
57,6984228
70,6984228
71,6984228
85,6984228
149,6984228
284,6984228
2,6853394
8,6853394
36,6853394
144,6853394
729,6853394
10,6925068
12,6925068
19,6925068
655,6925068
1,6887306
5,6887306
7,6887306
10,6887306
11,6887306
12,6887306
13,6887306
16,6887306
37,6887306
48,6887306
245,6887306
2,6966579
6,6966579
8,6966579
23,6966579
1,6900083
3,6900083
4,6900083
5,6900083
7,6900083
9,6900083
16,6900083
34,6900083
48,6900083
61,6900083
1,7003812
2,7003812
4,7003812
5,7003812
8,7003812
11,7003812
22,7003812
31,7003812
51,7003812
72,7003812
74,7003812
5,7023209
10,7023209
12,7023209
18,7023209
187,7023209
244,7023209
2,6834327
57,6834327
76,6834327
81,6834327
242,6834327
317,6834327
436,6834327
1,1571520
2,1571520
4,1571520
11,1571520
20,1571520
32,1571520
151,1571520
154,1571520
1,6891514
2,6891514
24,6891514
109,6891514
306,6891514
3,6953433
4,6953433
5,6953433
6,6953433
10,6953433
11,6953433
13,6953433
16,6953433
17,6953433
18,6953433
19,6953433
33,6953433
42,6953433
149,6953433
189,6942307
442,6942307
472,6942307
483,6942307
685,6942307
2,6873112
3,6873112
6,6873112
8,6873112
21,6873112
155,6873112
156,6873112
189,6873112
1,6864151
4,6864151
8,6864151
26,6864151
73,6864151
74,6864151
101,6864151
1,6974917
5,6974917
7,6974917
10,6974917
13,6974917
16,6974917
19,6974917
20,6974917
50,6974917
104,6974917
368,6974917
571,6974917
6,6975605
9,6975605
13,6975605
35,6975605
45,6975605
47,6975605
58,6975605
222,6975605
6,6888618
40,6888618
44,6888618
509,6888618
8,6853630
37,6853630
108,6853630
132,6853630
135,6853630
1,7005759
2,7005759
13,7005759
27,7005759
53,7005759
56,7005759
101,7005759
1,6943646
3,6943646
4,6943646
5,6943646
9,6943646
13,6943646
17,6943646
143,6943646
212,6943646
234,6943646
2,1703012
4,1703012
9,1703012
11,1703012
15,1703012
29,1703012
31,1703012
52,1703012
71,1703012
2,6896271
8,6896271
11,6896271
39,6896271
56,6896271
116,6896271
2,6897831
3,6897831
7,6897831
10,6897831
12,6897831
14,6897831
18,6897831
36,6897831
62,6897831
84,6897831
26,6972121
44,6972121
295,6972121
2,7022396
44,7022396
166,7022396
370,7022396
2,6942671
3,6942671
11,6942671
12,6942671
23,6942671
28,6942671
29,6942671
75,6942671
1,7009787
14,7009787
33,7009787
51,7009787
56,7009787
64,7009787
72,7009787
104,7009787
15,6838794
89,6838794
120,6838794
3,6910363
10,6910363
18,6910363
36,6910363
59,6910363
39,6861003
250,6861003
375,6861003
659,6861003
3,6899189
8,6899189
60,6899189
73,6899189
77,6899189
158,6899189
159,6899189
194,6899189
260,6899189
260,6899189
1,6977257
2,6977257
5,6977257
9,6977257
12,6977257
16,6977257
18,6977257
48,6977257
255,6977257
1,6992084
3,6992084
4,6992084
5,6992084
10,6992084
11,6992084
13,6992084
17,6992084
20,6992084
25,6992084
33,6992084
35,6992084
50,6992084
55,6992084
82,6992084
172,6992084
221,6992084
5,6952003
6,6952003
8,6952003
10,6952003
20,6952003
23,6952003
41,6952003
45,6952003
47,6952003
58,6952003
82,6952003
278,6952003
3,6914396
5,6914396
9,6914396
10,6914396
17,6914396
22,6914396
79,6914396
82,6914396
1,6958592
2,6958592
7,6958592
32,6958592
185,6958592
263,6958592
8,6856404
23,6856404
35,6856404
127,6856404
1,6950871
2,6950871
9,6950871
13,6950871
25,6950871
97,6950871
219,6950871
8,6883450
22,6883450
145,6883450
196,6883450
203,6883450
2,6933674
11,6933674
27,6933674
525,6933674
2,6974002
7,6974002
12,6974002
24,6974002
94,6974002
1,6942122
3,6942122
5,6942122
6,6942122
9,6942122
12,6942122
13,6942122
141,6942122
205,6942122
261,6942122
320,6942122
1,6979259
4,6979259
5,6979259
9,6979259
25,6979259
70,6979259
71,6979259
88,6979259
113,6979259
188,6979259
192,6979259
207,6979259
296,6979259
414,6979259
1,6732261
2,6732261
7,6732261
11,6732261
15,6732261
28,6732261
104,6732261
8,6874026
26,6874026
159,6874026
510,6874026
1,6893078
5,6893078
7,6893078
19,6893078
26,6893078
163,6893078
313,6893078
2,6838108
8,6838108
23,6838108
84,6838108
8,6909814
9,6909814
22,6909814
37,6909814
216,6909814
491,6909814
2,6850664
3,6850664
81,6850664
1,6934281
9,6934281
10,6934281
13,6934281
20,6934281
24,6934281
42,6934281
55,6934281
68,6934281
1,6963367
2,6963367
5,6963367
7,6963367
7,6963367
8,6963367
11,6963367
11,6963367
12,6963367
14,6963367
17,6963367
19,6963367
19,6963367
36,6963367
47,6963367
102,6963367
145,6963367
208,6963367
257,6963367
512,6963367
6,7018388
15,7018388
66,7018388
162,7018388
231,7018388
366,7018388
2,6991721
11,6991721
15,6991721
28,6991721
66,6991721
1,6987630
8,6987630
10,6987630
41,6987630
42,6987630
62,6987630
64,6987630
69,6987630
85,6987630
165,6987630
2,7005381
3,7005381
11,7005381
28,7005381
36,7005381
37,7005381
84,7005381
4,6967799
5,6967799
6,6967799
9,6967799
10,6967799
12,6967799
17,6967799
19,6967799
24,6967799
30,6967799
38,6967799
45,6967799
118,6967799
2,6837187
7,6837187
8,6837187
23,6837187
45,6837187
47,6837187
1,1788855
4,1788855
13,1788855
16,1788855
32,1788855
35,1788855
51,1788855
69,1788855
142,1788855
222,1788855
6,6877612
8,6877612
13,6877612
127,6877612
147,6877612
4,7021365
6,7021365
7,7021365
8,7021365
9,7021365
14,7021365
20,7021365
1,6889222
2,6889222
2,6889222
9,6889222
11,6889222
18,6889222
24,6889222
25,6889222
33,6889222
47,6889222
55,6889222
70,6889222
106,6889222
374,6889222
1,6903914
2,6903914
8,6903914
9,6903914
11,6903914
13,6903914
14,6903914
39,6903914
69,6903914
109,6903914
1,6874190
7,6874190
12,6874190
24,6874190
578,6874190
2,6956270
3,6956270
26,6956270
60,6956270
77,6956270
1,6935718
5,6935718
8,6935718
10,6935718
18,6935718
19,6935718
25,6935718
41,6935718
56,6935718
57,6935718
66,6935718
70,6935718
85,6935718
89,6935718
1,6969158
2,6969158
3,6969158
5,6969158
6,6969158
7,6969158
9,6969158
10,6969158
15,6969158
17,6969158
18,6969158
25,6969158
34,6969158
57,6969158
312,6969158
1,7025987
3,7025987
4,7025987
5,7025987
6,7025987
9,7025987
10,7025987
11,7025987
15,7025987
16,7025987
19,7025987
61,7025987
237,7025987
1,6998680
3,6998680
5,6998680
7,6998680
10,6998680
39,6998680
131,6998680
4,7014464
6,7014464
10,7014464
23,7014464
32,7014464
42,7014464
42,7014464
99,7014464
150,7014464
294,7014464
526,7014464
8,6881116
26,6881116
79,6881116
147,6881116
300,6881116
2,6966173
4,6966173
8,6966173
11,6966173
12,6966173
22,6966173
111,6966173
145,6966173
329,6966173
397,6966173
1,7013046
3,7013046
5,7013046
6,7013046
7,7013046
10,7013046
12,7013046
16,7013046
19,7013046
37,7013046
245,7013046
1,6924796
2,6924796
3,6924796
11,6924796
17,6924796
18,6924796
31,6924796
54,6924796
56,6924796
57,6924796
63,6924796
2,6965342
5,6965342
6,6965342
14,6965342
17,6965342
45,6965342
55,6965342
115,6965342
141,6965342
209,6965342
6,964819
40,964819
44,964819
146,964819
5,7008964
9,7008964
31,7008964
32,7008964
113,7008964
142,7008964
290,7008964
3,3849788
6,3849788
7,3849788
10,3849788
16,3849788
19,3849788
87,3849788
87,3849788
122,3849788
124,3849788
269,3849788
6,6987494
7,6987494
8,6987494
11,6987494
17,6987494
41,6987494
288,6987494
1,6932170
9,6932170
13,6932170
25,6932170
35,6932170
55,6932170
307,6932170
2,7006391
9,7006391
13,7006391
20,7006391
24,7006391
30,7006391
32,7006391
42,7006391
58,7006391
62,7006391
282,6882637
509,6882637
2,6967599
4,6967599
6,6967599
8,6967599
9,6967599
13,6967599
15,6967599
25,6967599
39,6967599
64,6967599
99,6967599
99,6967599
1,6984047
7,6984047
9,6984047
12,6984047
20,6984047
24,6984047
95,6984047
1,6843873
2,6843873
9,6843873
13,6843873
35,6843873
165,6843873
178,6843873
4,6639265
14,6639265
22,6639265
28,6639265
31,6639265
87,6639265
491,6639265
6,6902806
42,6902806
66,6902806
1,6911782
2,6911782
6,6911782
13,6911782
27,6911782
38,6911782
46,6911782
