ingredient_id,recipe_id
14,6976753
19,6976753
28,6976753
40,6976753
52,6976753
52,6976753
70,6976753
113,6976753
123,6976753
1,6904477
4,6904477
5,6904477
6,6904477
9,6904477
10,6904477
16,6904477
17,6904477
28,6904477
48,6904477
70,6904477
707,6904477
8,6912884
54,6912884
122,6912884
147,6912884
2,6835289
8,6835289
13,6835289
13,6835289
38,6835289
72,6835289
78,6835289
89,6835289
195,6835289
1,7005834
1,7005834
3,7005834
3,7005834
5,7005834
9,7005834
10,7005834
12,7005834
15,7005834
17,7005834
18,7005834
46,7005834
85,7005834
3,6980376
37,6980376
63,6980376
120,6980376
122,6980376
2,6973114
3,6973114
5,6973114
6,6973114
17,6973114
30,6973114
41,6973114
57,6973114
60,6973114
72,6973114
365,6973114
28,6838054
67,6838054
122,6838054
124,6838054
12,6836267
22,6836267
53,6836267
117,6836267
133,6836267
416,6836267
2,6904091
28,6904091
55,6904091
109,6904091
2,6978055
3,6978055
55,6978055
55,6978055
80,6978055
80,6978055
88,6978055
99,6978055
141,6978055
241,6978055
2,6919463
8,6919463
15,6919463
32,6919463
38,6919463
240,6874486
1,6877778
4,6877778
5,6877778
7,6877778
9,6877778
11,6877778
12,6877778
14,6877778
20,6877778
29,6877778
114,6877778
208,6877778
225,6877778
1,6919862
5,6919862
6,6919862
16,6919862
17,6919862
19,6919862
20,6919862
37,6919862
151,6919862
721,6919862
2,1875027
6,1875027
8,1875027
11,1875027
13,1875027
14,1875027
39,1875027
49,1875027
66,1875027
72,1875027
99,1875027
321,1875027
3,6971926
4,6971926
5,6971926
6,6971926
8,6971926
11,6971926
13,6971926
17,6971926
23,6971926
40,6971926
41,6971926
45,6971926
478,6971926
2,7010030
8,7010030
9,7010030
15,7010030
111,7010030
1,6974954
2,6974954
2,6974954
7,6974954
9,6974954
20,6974954
24,6974954
34,6974954
94,6974954
1,6901583
3,6901583
4,6901583
5,6901583
7,6901583
10,6901583
13,6901583
16,6901583
17,6901583
19,6901583
31,6901583
38,6901583
43,6901583
79,6901583
256,6901583
1,6911659
5,6911659
6,6911659
9,6911659
10,6911659
24,6911659
32,6911659
43,6911659
78,6911659
293,6911659
325,6911659
1,6944670
2,6944670
3,6944670
4,6944670
5,6944670
6,6944670
11,6944670
17,6944670
19,6944670
49,6944670
303,6944670
2,7015513
5,7015513
7,7015513
12,7015513
23,7015513
102,7015513
2,6913128
4,6913128
11,6913128
14,6913128
22,6913128
46,6913128
88,6913128
130,6913128
3,6880974
5,6880974
12,6880974
19,6880974
37,6880974
86,6880974
245,6880974
2,6935906
3,6935906
5,6935906
6,6935906
7,6935906
9,6935906
11,6935906
15,6935906
18,6935906
32,6935906
162,6935906
217,6935906
1,6986026
2,6986026
3,6986026
4,6986026
5,6986026
7,6986026
17,6986026
23,6986026
26,6986026
31,6986026
38,6986026
179,6986026
313,6986026
44,6844871
138,6844871
167,6844871
213,6844871
1,6921637
2,6921637
5,6921637
6,6921637
10,6921637
11,6921637
15,6921637
15,6921637
17,6921637
20,6921637
28,6921637
32,6921637
34,6921637
48,6921637
114,6921637
1,6877249
2,6877249
10,6877249
30,6877249
43,6877249
7,6892451
10,6892451
12,6892451
53,6892451
144,6892451
328,6892451
3,7024161
5,7024161
6,7024161
7,7024161
10,7024161
12,7024161
13,7024161
55,7024161
62,7024161
65,7024161
187,7024161
2,6995116
4,6995116
8,6995116
11,6995116
13,6995116
29,6995116
29,6995116
66,6995116
87,6995116
90,6995116
112,6995116
1,6973761
6,6973761
9,6973761
10,6973761
11,6973761
11,6973761
20,6973761
24,6973761
28,6973761
35,6973761
53,6973761
69,6973761
96,6973761
105,6973761
114,6973761
277,6973761
360,6973761
1,6984750
7,6984750
9,6984750
12,6984750
31,6984750
65,6984750
72,6984750
115,6984750
152,6984750
7,6831664
8,6831664
12,6831664
22,6831664
42,6831664
1,6981437
2,6981437
27,6981437
108,6981437
223,6981437
676,6981437
1,6830137
2,6830137
3,6830137
4,6830137
5,6830137
7,6830137
11,6830137
12,6830137
31,6830137
65,6830137
87,6830137
87,6830137
94,6830137
113,6830137
1,6940329
3,6940329
5,6940329
7,6940329
10,6940329
11,6940329
12,6940329
16,6940329
23,6940329
85,6940329
114,6940329
3,6861834
5,6861834
21,6861834
67,6861834
85,6861834
108,6861834
1,6844265
3,6844265
4,6844265
5,6844265
6,6844265
7,6844265
11,6844265
12,6844265
40,6844265
309,6844265
2,6894450
8,6894450
28,6894450
38,6894450
74,6894450
122,6894450
147,6894450
1,6955891
5,6955891
7,6955891
9,6955891
10,6955891
12,6955891
15,6955891
16,6955891
17,6955891
33,6955891
47,6955891
48,6955891
90,6955891
1,6959359
7,6959359
12,6959359
16,6959359
23,6959359
35,6959359
43,6959359
541,6959359
1,6916605
3,6916605
5,6916605
7,6916605
17,6916605
19,6916605
112,6916605
162,6916605
589,6916605
2,6954678
4,6954678
7,6954678
11,6954678
12,6954678
14,6954678
22,6954678
41,6954678
118,6954678
120,6954678
3,6920845
4,6920845
5,6920845
7,6920845
12,6920845
1,6937392
2,6937392
3,6937392
4,6937392
10,6937392
14,6937392
20,6937392
36,6937392
43,6937392
49,6937392
64,6937392
3,7001517
5,7001517
6,7001517
18,7001517
53,7001517
1,6946145
2,6946145
2,6946145
4,6946145
9,6946145
40,6946145
68,6946145
105,6946145
114,6946145
218,6946145
1,6925914
2,6925914
4,6925914
27,6925914
31,6925914
38,6925914
94,6925914
101,6925914
1,7021758
2,7021758
4,7021758
6,7021758
7,7021758
8,7021758
9,7021758
17,7021758
24,7021758
38,7021758
45,7021758
58,7021758
1,6946419
2,6946419
9,6946419
10,6946419
16,6946419
24,6946419
28,6946419
35,6946419
82,6946419
96,6946419
105,6946419
